nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,bpr-opi-url_en,bpr-opi-url_fr,gsin-code-status_en,gsin-code-status_fr
WR5810,"[""QD""]","COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS - RENTAL","Équipement de sécurité des télécommunications et composants - location","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dDCD-DCD%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dDCD-DCD%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R007A,"[""QD""]","System Engineering Services","Services de génie des systèmes","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dDCD-DCD%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dDCD-DCD%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
K105AB,"[""LM""]","Armoured Car Service","Services de véhicule blindé","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R103A,"[""LM""]","Courier Service","Service de messagerie","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V001A,"[""LM""]","Freight and Cargo Services","Services de fret et de cargo","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V001AA,"[""LM""]","Freight and Cargo Services, Including Marshalling, Packaging, Crating and Storage and Forwarding Services","Services de transport et chargement, incluant triage, conditionnement, emballage et services d'entreposage et d'expédition","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V002A,"[""LM""]",Rail,Train,"[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V005A,"[""LM""]","Motor Passengers, Mail and Merchandise Transportation Service","Transport routier de voyageurs, de courrier et de marchandise","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V200A,"[""LM""]",Air,Avion,"[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V200B,"[""LM""]","Air Transportation","Transport par avion","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V100B,"[""LM""]","Water Transportation","Transport par bateau","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V401B,"[""LM""]",Transportation,Transport,"[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V505A,"[""LM""]","Storage and Warehousing","Stockage et entreposage","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V505B,"[""LM""]","Packaging and Crating","Emballage et mise en caisse","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V401I,"[""LM""]","Transportation Services, Not Elsewhere Specified","Services de transport, non énumérés ailleurs","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V401IB,"[""LM""]","Vehicle Towing Services","Services de remorquage de véhicules","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V401IC,"[""LM""]","Transportation Service - Armoured Vehicles","Services de transport - véhicules blindés","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V401J,"[""LM""]","Transportation and Charters","Transport et affrètements","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dCRSDMTD-DSCDDTM%2cou%3dTMD-DGT%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JD1005,"[""BM""]","Guns, Through 30mm - Production Design","Canons, jusqu'à 30 mm - dessin de production","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JD1270,"[""BM""]","Aircraft Gunnery Fire Control Components - Production Design","Éléments de conduite de tir pour armes de bord d'aéronefs - dessin de production","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JD1340,"[""BM""]","ROCKETS, ROCKET AMMUNITION AND ROCKET COMPONENTS - PRODUCTION   DESIGN","Roquettes et composants pyrotechniques de roquettes - dessin de production","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1005A,"[""BM""]","Small Arms and Accessories (Military) - Repair & Overhaul","Armes portatives et accessoires, militaires - réparation et  révision","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1015,"[""BM""]","Guns, 75MM Through 125MM - Repair","Canons, de 75 mm jusqu'à 125 mm - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1025,"[""BM""]","Guns, Over 150MM Through 200MM - Repair","Canons, de plus de 150 mm jusqu'à 200 mm - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1035,"[""BM""]","Guns, Over 300MM - Repair","Canons, de plus de 300 mm - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1055,"[""BM""]","Launchers, Rockets and Pyrotechnic - Repair","Appareils de lancement pour engins pyrotechniques et roquettes - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1095,"[""BM""]","Miscellaneous Weapons - Repair","Armes diverses - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1340,"[""BM""]","Rockets, Rocket Ammunition and Rocket Components - Repair","Roquettes et composants pyrotechniques de roquettes - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1005,"[""BM""]","Guns, Through 30MM - Repair","Canons, jusqu'à 30 mm - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1355,"[""BM""]","Torpedo and Components, Inert - Repair","Torpilles et composants, inertes - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1377,"[""BM""]","Cartridge and Propellant Actuated Devices and Components - Repair","Dispositifs actionnés par cartouches ou par agents propulsifs et composants - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1410,"[""BM""]","Guided Missiles - Repair","Missiles - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX1427,"[""BM""]","Guided Missile Sub-Systems - Repair","Composants de systèmes de missiles - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX4931,"[""BM""]","Fire Control Maintenance and Repair Shop Specialized Equipment - Repair","Équipement spécialisé pour ateliers d'entretien et de réparations d'appareils de conduite de tir - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
JX6920,"[""BM""]","Armament Training Devices - Repair","Appareils d'instruction et d'entraînement concernant l'armement - réparation","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N1010,"[""BM""]","Guns, over 30 mm up to 75 mm, unless intsalled in a vehicle, aircraft, or ship","Canons, de plus de 30 mm jusqu'à 75 mm","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N1015,"[""BM""]","Guns, 75 mm through 125 mm, unless installed in a vehicle, aircraft, ship","Canons, de 75 mm jusqu'à 125 mm","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N1015A,"[""BM""]","Guns, 75 mm Through 125 mm and Accessories","Canons, de 75 mm jusqu'à 125 mm et accessoires","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N1020,"[""BM""]","Guns, over 125 mm through 150 mm unless installed in a vehicle, aircraft, ship","Canons, de plus de 125 mm jusqu'à 150 mm","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N1025,"[""BM""]","Guns, over 150 mm through 200 mmunless installed in a vehicle, aircraft, ship","Canons, de plus de 150 mm jusqu'à 200 mm","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N1030,"[""BM""]","Guns, over 200 mm through 300 mm","Canons, de plus de 200 mm jusqu'à 300 mm","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMWSD-DMSA%2cou%3dEMTSPD-DASEMST%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
